aspect,description,sentiment
meet,due,-0.125
reason,less,-0.16666666666666666
glorify,last,0.0
people,addicted,-0.4
dive,wrong,-0.5
course,high,0.16
platform,new,0.13636363636363635
match,distressful,0.0
enemy,next,0.0
money,old,0.1
skin,more,0.5
mind,last,0.0
battle,cool,0.35
mission,weird,-0.5
skyscraper,old,0.1
optimization,normal,0.15
fire,fear,0.0
account,permanent,0.0
banner,false,-0.4000000000000001
duty,huge,0.4000000000000001
warfare,modern,0.2
system,old,0.1
campaign,frequent,0.1
generation,safe,0.5
gun,red,0.0
wish,bad,-0.6999999999999998
specify,nice,0.6
software,divine,0.0
joke,single,-0.07142857142857142
hell,basic,0.0
ti,weird,-0.5
time,future,0.0
thing,similar,0.0
gunplay,enjoyable,0.5
people,old,0.1
son,less,-0.16666666666666666
friend,enough,0.0
account,see,0.0
wife,good,0.7
steam,close,0.0
gun,crisp,0.25
instance,black,-0.16666666666666666
multiplayer,normal,0.15
bag,see,0.0
graphic,amazing,0.6000000000000001
download,frosty,0.0
immersion,amazing,0.6000000000000001
side,good,0.7
match,similar,0.0
way,usual,-0.25
price,hard,-0.2916666666666667
company,standard,0.0
shit,good,0.7
give,last,0.0
issue,around solid,0.0
enemy,ballistic,0.0
connection,bad,-0.6999999999999998
roof,groundwar,0.0
gun,cheap,0.4
error,unexpected,0.1
reason,unacceptable,0.0
game,last,0.0
people,multiple,0.0
earth,great,0.8
content,first,0.25
console,dismounted,0.0
friend,close,0.0
activision,local,0.0
perform,alive,0.1
review,worth,0.3
mw2022,far,0.1
opinion,standard,0.0
thing,sadly,-0.5
imagine,new,0.13636363636363635
mw2022,apparent,0.05
gunplay,weird,-0.5
gun,heavy,-0.2
care,variable,0.0
mw2022,deep least,-0.15
shoot,different,0.0
optimism,amazing,0.6000000000000001
operator,free,0.4
inflation,seasonal,0.0
price,multiple,0.0
flop,futuresette,0.0
order,different,0.0
party,different,0.0
stutter,graphic,0.0
player,crazy,-0.6
map,refreshing,0.5
vocal,negative,-0.3
enemy,alone,0.0
map,uimenus,0.0
system,old,0.1
pass,wild,0.1
addition,free,0.4
campaign,actually worth,0.3
concept,cool,0.35
launch,available,0.4
experience,satisfied,0.5
campaign,worth,0.3
clash,unfinished,0.0
orangutan,bent,0.0
ink,much,0.2
shit,even open,0.0
play,likehave,0.0
cod,good,0.7
flicker,definitely worth,0.3
people,quiet,0.0
team,slow,-0.30000000000000004
crash,other,-0.125
lot,new,0.13636363636363635
spasm,previous,-0.16666666666666666
people,awful,-1.0
hawker,pop,0.0
law,serve,0.0
issue,graphic,0.0
multiplayer,good,0.7
madame,steep,0.0
issue,wise,0.7
computer,single,-0.07142857142857142
love,lovely,0.5
right,innocent,0.5
thing,main,0.16666666666666666
slide,different,0.0
team,slow,-0.30000000000000004
people,dogshit,0.0
map,well balanced,0.0
area,little,-0.1875
play,viable,0.0
people,unbearable,0.0
weapon,amazing,0.6000000000000001
thing,even bad,-0.6999999999999998
player,last,0.0
vest,mmm,0.0
company,good,0.7
issue,outstanding,0.5
ward,aware,0.25
launch,yet bad,-0.6999999999999998
campaign,long usual,-0.15
mix,smooth,0.4
team,really open,0.0
campaign,definitely favorite,0.5
gameplay,ever smooth,0.4
crossing,straight,0.2
need,hard,-0.2916666666666667
shit,big,0.0
enemy,compare,0.0
choice,close,0.0
culture,new,0.13636363636363635
recorder,worth,0.3
medal,splitscreen,0.0
talk,actual,0.0
update,aimbotalso,0.0
skill,great,0.8
player,yearly,0.0
goal,fun,0.3
lobby,normal,0.15
surprise,next,0.0
mission,last,0.0
venus,even unlocked,0.0
voice,ahahahaha,0.0
time,solid,0.0
gunplay,payable,0.0
fun,filename,0.0
project,small,-0.25
steamship,fucking,-0.6
clock,military,-0.1
campaign,available,0.4
challenge,actually suitable,0.55
fix,less simplicitysmoothness,-0.16666666666666666
reaction,awesome,1.0
ward,top,0.5
mode,bad,-0.6999999999999998
fas,responsive,0.0
match,next,0.0
building,second,0.0
weapon,select,0.0
people,long,-0.05
point,previous,-0.16666666666666666
singleplayer,sudden,0.0
mine,damn,0.0
break,dumb,-0.375
enemy,armed,0.0
boring,many,0.5
illusion,unclimable,0.0
help,good,0.7
approach,multiple,0.0
base,real,0.2
fix,little,-0.1875
people,minimum,0.0
play,old,0.1
people,unlocked,0.0
release,absolute,0.2
people,able,0.5
publisher,bad,-0.6999999999999998
veteran,prior,0.0
player,available,0.4
agreement,past,-0.25
decide,average,-0.15
idea,absolute,0.2
crash,repeatedly due,-0.125
people,terrible,-1.0
frustration,least,-0.3
warfare,modern,0.2
gun,run,0.0
gameplay,new,0.13636363636363635
mission,fresh,0.3
play,bland,-0.16666666666666666
style,good,0.7
match,damn stupid,-0.7999999999999999
attachment,new,0.13636363636363635
campaign,tear,0.0
campaign,actually amazing,0.6000000000000001
fun,ill,-0.5
mission,black,-0.16666666666666666
match,first,0.25
cause,particular,0.16666666666666666
side,super open,0.16666666666666666
peak,right,0.2857142857142857
charge,ultimate,0.0
people,impossible,-0.6666666666666666
visual,bad,-0.6999999999999998
ram,high,0.16
campaign,fun,0.3
story,last,0.0
character,harsh,-0.2
lie,terrible,-1.0
crash,multiple,0.0
clash,due,-0.125
people,fucking,-0.6
tool,swear,0.0
campaign,worth,0.3
crash,second,0.0
hack,sometime,0.0
network,consistent,0.25
insult,fun,0.3
feature,specific,0.0
tension,previous,-0.16666666666666666
launch,good,0.7
issue,graphic,0.0
barracks,unlocked,0.0
abuse,lethal,0.0
people,toxic,0.0
people,unfair,-0.5
people,toxic,0.0
anticheat,abusiveintrusive,0.0
system,ridiculous,-0.3333333333333333
text,keybind,0.0
none,really good,0.7
button,many,0.5
shotgun,toxic,0.0
issue,many,0.5
people,top,0.5
gun,unlocked,0.0
crash,good,0.7
brokendont,quiet,0.0
boy,whole,0.2
campaign,right,0.2857142857142857
bag,many,0.5
style,modern,0.2
post,payable,0.0
product,amazing,0.6000000000000001
make,constant,0.0
cod,bad,-0.6999999999999998
graphic,new,0.13636363636363635
story,accidently light,0.4
multiplayer,awesome,1.0
design,amazing,0.6000000000000001
streaming,normal,0.15
launch,several,0.0
give,possibly bad,-0.6999999999999998
bag,less,-0.16666666666666666
pass,light,0.4
access,early,0.1
zu,ernest,0.0
come,original,0.375
match,hot,0.25
campaign,good,0.7
clash,however constant,0.0
menu,clung,0.0
clash,enjoyable,0.5
life,entire,0.0
singleplayer,new,0.13636363636363635
place,hard,-0.2916666666666667
money,little,-0.1875
player,pro,0.0
play,fine,0.4166666666666667
tooth,interstate,0.0
match,whole,0.2
reason,primary,0.4
ghost,old,0.1
cutscene,half,-0.16666666666666666
future,impactful,0.0
money,much,0.2
gun,sound,0.4
player,new,0.13636363636363635
one,new,0.13636363636363635
people,sorry,-0.5
thing,first,0.25
campaign,worth,0.3
regret,full,0.35
release,full,0.35
shit,absolute,0.2
people,different,0.0
play,short,0.0
car,entire,0.0
sunlight,fair,0.7
gun,different,0.0
optimization,stupid,-0.7999999999999999
change,slow,-0.30000000000000004
failure,terrible,-1.0
life,next,0.0
steam,ill,-0.5
lot,many,0.5
hopping,possible,0.0
weapon,really cool,0.35
weapon,many,0.5
mess,bad,-0.6999999999999998
mission,pretty solid,0.125
mess,worth,0.3
point,tactical,0.0
downgrade,new,0.13636363636363635
revolve,instead good,0.7
map,complicated,-0.5
sound,sound,0.4
explosion,much,0.2
wall,probably invisible,0.0
work,active,-0.13333333333333333
thing,plethoric,0.0
case,full,0.35
soul,free,0.4
recommend,annoying,-0.8
survival,big,0.0
map,quick,0.3333333333333333
element,modern,0.2
break,long,-0.05
grip,good,0.7
fas,painfully bad,-0.6999999999999998
spray,sound,0.4
line,ever unable,-0.5
experience,even enjoyable,0.5
aim,strong,0.4333333333333333
skill,usually opponent,-0.25
point,also terribly balanced,-1.0
console,cold,-0.6
player,heavy,-0.2
match,painfully obnoxious,-0.7
default,slow,-0.30000000000000004
time,extra,0.0
pawn,awful,-1.0
friend,exact,0.25
map,hated,-0.9
blow,narrow,-0.2
apology,usernamesupport,0.0
way,great,0.8
u,always stupid,-0.7999999999999999
story,really fair,0.7
physics,first,0.25
log,annoying,-0.8
clash,current,0.0
fix,positive,0.22727272727272727
people,able,0.5
review,good,0.7
clash,awesome,1.0
game,many,0.5
work,free,0.4
mio,boring,-1.0
community,double,0.0
weapon,unlocked,0.0
level,basic,0.0
bastard,bottom,0.0
release,causal,0.0
release,totally different,0.0
blame,extremely disappointed,-0.75
cry,good,0.7
mode,multiple,0.0
identity,somewhat fun,0.3
movement,plenty,0.0
base,next,0.0
water,solid,0.0
difficulty,technical,0.0
singer,useless,-0.5
problem,worth,0.3
choice,short,0.0
solution,online,0.0
help,clear,0.10000000000000002
crash,good,0.7
price,old,0.1
fix,full,0.35
issue,positive,0.22727272727272727
gap,different,0.0
injection,flush,0.0
series,enough,0.0
game,tactical,0.0
time,lose,0.0
give,high,0.16
play,good,0.7
man,available,0.4
multiplayer,actual,0.0
industry,fucking,-0.6
moment,beta,0.0
range,bad,-0.6999999999999998
balance,incredible,0.9
one,great,0.8
series,tired,-0.4
game,mental,-0.1
time,many,0.5
work,really good,0.7
audit,good,0.7
mission,really bad,-0.6999999999999998
girl,tough,-0.3888888888888889
force,new,0.13636363636363635
recommend,half,-0.16666666666666666
fix,right,0.2857142857142857
campaign,new,0.13636363636363635
way,different,0.0
desktop,disconnected,0.0
campaign,disconnect,0.0
hope,impossible,-0.6666666666666666
update,due,-0.125
gameplay,stable,0.0
game,bad,-0.6999999999999998
amount,unbelievable,-0.25
buying,last,0.0
party,great,0.8
setting,awful,-1.0
map,horrible,-1.0
i,excellent,1.0
span,classic,0.16666666666666666
possibility,european,0.0
embassy,wide,-0.1
fuck,positive,0.22727272727272727
people,far,0.1
cry,actually able,0.5
people,high,0.16
suck,dull,-0.2916666666666667
map,tiny,0.0
person,giant,0.0
load,corrupt,-0.5
thing,bad,-0.6999999999999998
change,gradual,0.0
player,top,0.5
point,also confusing,-0.3
option,single,-0.07142857142857142
system,terrible,-1.0
people,worth,0.3
people,second,0.0
consider,horrible,-1.0
art,second,0.0
gun,swift,0.0
band,weird,-0.5
player,becausewell,0.0
mission,weak,-0.375
zone,void,0.0
animation,second,0.0
gun,incredible,0.9
industry,good,0.7
satisfy,pretty standard,0.125
love,good,0.7
guy,actually worth,0.3
alien,original,0.375
aussteiger,neutral,0.0
ich,zum,0.0
thing,unlock,0.0
thing,original,0.375
realism,far far,0.1
map,busy,0.1
barracks,good,0.7
update,graphic,0.0
cell,little,-0.1875
campaign,incredibly short,0.0
span,regular,0.0
gun,balanced,0.0
shoot,difficult,-0.5
gamepad,strong,0.4333333333333333
player,even fun,0.3
head,even close,0.0
match,funny,0.25
bag,ultra,0.0
fun,long,-0.05
way,mean,-0.3125
army,high,0.16
grass,stray,0.0
recoil,slight,-0.16666666666666666
content,endless,-0.125
problem,huge,0.4000000000000001
change,new,0.13636363636363635
specialise,super cool,0.3416666666666667
campaign,single,-0.07142857142857142
fun,black,-0.16666666666666666
play,well bad,-0.6999999999999998
multiplayer,smooth,0.4
wheel,overall,0.0
type,certain,0.21428571428571427
multiplayer,albeit difficult,-0.5
crash,bad,-0.6999999999999998
game,ragged,0.0
cause,graphic,0.0
progression,painful,-0.7
fix,online,0.0
combat,last,0.0
campaign,solid,0.0
multiplayer,low,0.0
look,far even close,0.1
reason,main,0.16666666666666666
agent,decent,0.16666666666666666
fix,negative,-0.3
enemy,right,0.2857142857142857
deal,likely,0.0
driver,high,0.16
launch,first,0.25
company,ready,0.2
child,american,0.0
camp,tiresome,-0.5
update,open,0.0
player,single,-0.07142857142857142
clash,constant,0.0
console,new,0.13636363636363635
shade,good,0.7
product,even functional,0.0
dip,skinny,0.0
clash,hard,-0.2916666666666667
use,30hz,0.0
multiplayer,even original,0.375
level,whole,0.2
stop,unarmed,0.0
shame,proud,0.8
nonsense,tolerable,0.0
mark,much,0.2
people,entire,0.0
reason,persistent,0.0
banter,classic,0.16666666666666666
ceiling,horizontal,0.0
point,correctly first,0.25
note,white,0.0
game,lucky,0.3333333333333333
release,dead,-0.2
law,pretty cruelty,0.25
war,well vanguardcold,0.0
launch,visual,0.0
time,whole,0.2
issue,due,-0.125
upgrade,incremental,0.0
gameplay,really good,0.7
issue,beta,0.0
fodder,single,-0.07142857142857142
mission,genital,0.0
design,fair,0.7
review,negative,-0.3
ink,literary,0.1
copy,worse,-0.4
modeleaderboardsstatsbarrackschallengesmedalsability,countdowncustomizable,0.0
engine,modern,0.2
multiplayer,worth,0.3
shutter,terrible,-1.0
fix,insane,-1.0
release,less stable,-0.16666666666666666
beta,good,0.7
step,huge,0.4000000000000001
menu,bad,-0.6999999999999998
pool,bad,-0.6999999999999998
bankruptcy,also painful,-0.7
shoot,certain,0.21428571428571427
map,much better,0.5
thing,pure,0.21428571428571427
bank,positive,0.22727272727272727
people,actual,0.0
company,kind,0.6
movement,pretty good,0.475
match,decent,0.16666666666666666
thing,many,0.5
trend,main,0.16666666666666666
chance,local,0.0
use,rational,0.0
user,right,0.2857142857142857
time,frosty,0.0
anti,shut,0.0
camp,mastery,0.0
friend,graphic,0.0
clash,poor,-0.4
friend,easily bad,-0.6999999999999998
console,crossly disabled,-0.2
flaw,big,0.0
fix,due,-0.125
rate,fail,-0.5
graphic,visual,0.0
people,complete,0.1
cyberpunk,least,-0.3
controller,mediocre,-0.5
platform,difficult,-0.5
fix,solo,0.0
campaign,laughable,-0.5
caper,sure,0.5
need,amazing,0.6000000000000001
filter,still awful,-1.0
people,big,0.0
none,hard,-0.2916666666666667
version,honestly old,0.1
clown,good,0.7
multiplayer,classic,0.16666666666666666
look,safe,0.5
control,satisfied,0.5
release,new,0.13636363636363635
scene,available,0.4
toller,high,0.16
refund,still present,0.0
time,finished,0.0
battle,shorter,0.0
attack,laughable,-0.5
fidelity,appropriate,0.5
tripwire,cheap,0.4
pass,poor,-0.4
level,start,0.0
hair,thick,-0.30000000000000004
hour,additional,0.0
game,other,-0.125
steam,clear,0.10000000000000002
gameplay,clung,0.0
campaign,however quite,0.0
king,odd,-0.16666666666666666
op,middle,0.0
country,high,0.16
title,triple,0.0
campaign,good,0.7
thing,quick,0.3333333333333333
record,many,0.5
gameplay,fun,0.3
patch,worth,0.3
sequence,new,0.13636363636363635
system,visual,0.0
everytime,complete,0.1
rest,bad,-0.6999999999999998
difficulty,second,0.0
play,competent,0.5
imagine,worthless,-0.8
crash,new,0.13636363636363635
crash,funnygame,0.0
ward,many,0.5
amount,absurd,-0.5
game,last,0.0
try,collective,0.0
menu,additional,0.0
application,good,0.7
thing,good,0.7
idea,good,0.7
idea,second,0.0
crash,angry,-0.5
love,bad,-0.6999999999999998
player,far bad,-0.29999999999999993
player,pretty fun,0.275
gun,real,0.2
movie,furious,0.0
dopefiend,amazing,0.6000000000000001
gameplay,sick,-0.7142857142857143
trash,instal,0.0
player,many,0.5
vanguard,graphic,0.0
mission,good,0.7
warfare,modern,0.2
multiplayer,short,0.0
warfare,least,-0.3
point,big,0.0
warfare,modern,0.2
quality,bad,-0.6999999999999998
actionpacke,entire,0.0
nicemultiplayer,remarkable,0.75
mode,smooth,0.4
battlefield,new,0.13636363636363635
tent,decent,0.16666666666666666
wheel,casual,-0.5000000000000001
case,angry,-0.5
fun,old,0.1
computer,completely fine,0.4166666666666667
man,moral,0.0
diagnosis,bankrupt,0.0
operation,small,-0.25
family,financial,0.0
hand,great,0.8
line,dear,0.0
hand,criminal,-0.4
hand,hurt,0.0
death,hilarious,0.5
standard,little,-0.1875
fun,wrong,-0.5
op,previous,-0.16666666666666666
gameplay,extremely fun,0.3
issue,successful,0.75
patient,first,0.25
camp,bad,-0.6999999999999998
part,favorite,0.5
mexicanfare,modern,0.2
projection,bad,-0.6999999999999998
campaign,good,0.7
multiplayer,flicker,0.0
file,good,0.7
cod,good,0.7
hawker,bad,-0.6999999999999998
gameplay,good,0.7
beta,much more,0.5
change,bad,-0.6999999999999998
door,other,-0.125
smoke,delicate,-0.3
ass,middle,0.0
player,new,0.13636363636363635
player,strong,0.4333333333333333
people,consistently stupid,-0.7999999999999999
camp,several,0.0
effect,parallel,0.0
gameplay,nice,0.6
part,confusing,-0.3
age,enjoyment,0.0
people,many,0.5
fun,big,0.0
player,full,0.35
people,ridiculous,-0.3333333333333333
map,clung,0.0
issue,blatantly obvious,0.0
maker,honest,0.6
gunplay,amazing,0.6000000000000001
stitch,still great,0.8
flow,modern,0.2
history,polly short,0.0
price,even worth,0.3
wish,old,0.1
trick,early,0.1
make,cold,-0.6
use,expensive,-0.5
graphic,really great,0.8
petit,future,0.0
review,other,-0.125
faction,last least,-0.15
ball,interesting,0.5
motivation,bad,-0.6999999999999998
gun,bad,-0.6999999999999998
company,dumb,-0.375
company,old,0.1
people,wrong,-0.5
story,even second,0.0
play,much,0.2
performancenot,floppy,0.0
follow,unlikely,-0.5
chance,good,0.7
problem,worth,0.3
saint,many,0.5
process,timely,0.0
mute,stupid,-0.7999999999999999
law,red,0.0
bag,minor,-0.05
shit,stupid,-0.7999999999999999
people,completely grasp,0.1
experience,less smooth,0.11666666666666668
consider,worth,0.3
wait,stupid,-0.7999999999999999
one,smooth,0.4
sort,graphic,0.0
moan,simple,0.0
game,gaze,0.0
character,legendary,1.0
story,rich,0.375
campaign,due,-0.125
company,nice,0.6
tuning,bad,-0.6999999999999998
none,good,0.7
anna,high,0.16
review,extensive,0.0
party,much,0.2
stuff,infinitely bad,-0.6999999999999998
operator,hard,-0.2916666666666667
touch,amazing,0.6000000000000001
campaign,early,0.1
budget,massive,0.0
reference,military,-0.1
vanguard,cold,-0.6
people,kind,0.6
game,first,0.25
time,sad,-0.5
thank,hard,-0.2916666666666667
garage,hot,0.25
cod,bad,-0.6999999999999998
campaign,bad,-0.6999999999999998
afford,human,0.0
crash,good,0.7
multiplayer,good,0.7
channel,back ill,-0.25
part,past,-0.25
clash,half bad,-0.43333333333333324
repair,worthy,0.3333333333333333
connection,outer,0.0
campaign,sure,0.5
change,old,0.1
paste,pretty much,0.225
change,new,0.13636363636363635
warfare,modern,0.2
half,low,0.0
developer,unfinished,0.0
rest,unstable,0.0
rhine,fail,-0.5
day,new,0.13636363636363635
building,real,0.2
system,old,0.1
crash,constantly crash,0.0
machine,intensive,0.0
dad,big,0.0
issue,perfect,1.0
user,random,-0.5
field,cold,-0.6
pawn,random,-0.5
stir,old,0.1
dog,terrible,-1.0
playing,well likely,0.0
sound,terribly loud,0.1
war,always vertical,0.0
pay,half,-0.16666666666666666
fix,first,0.25
voice,good,0.7
turn,scoreboard,0.0
elite,good,0.7
good,bad,-0.6999999999999998
one,pretty good,0.475
flaw,bad,-0.6999999999999998
speed,less streamlined,-0.16666666666666666
compliment,cool,0.35
weapon,major,0.0625
multiplayer,still good,0.7
mission,vast,0.0
give,bad,-0.6999999999999998
auto,variant,0.0
change,intense,0.2
player,whole,0.2
kill,enjoyable,0.5
tag,much,0.2
cod,realistic,0.16666666666666666
movement,previous,-0.16666666666666666
player,certain,0.21428571428571427
camp,much,0.2
thing,potential,0.0
recommend,ill,-0.5
moment,right,0.2857142857142857
map,much enable,0.2
experience,super stale,-0.08333333333333334
change,unplayable,-0.4
people,really nice,0.6
impress,fast cheap,0.30000000000000004
shadow,little,-0.1875
barrel,obvious,0.0
grab,kind,0.6
age,bad,-0.6999999999999998
match,single,-0.07142857142857142
bag,full,0.35
tune,still disabled,-0.2
activision,present,0.0
gun,bad,-0.6999999999999998
motivate,extra,0.0
freeze,quick,0.3333333333333333
company,poor,-0.4
rubber,private,0.0
campaign,boring,-1.0
gold,first,0.25
gutta,good,0.7
bag,good,0.7
satisfy,intense,0.2
casual,positive,0.22727272727272727
ruin,occasional,0.0
wish,decent,0.16666666666666666
people,pretty useless,-0.125
style,good,0.7
people,early,0.1
game,good,0.7
content,good,0.7
lot,sad,-0.5
processor,laden instal,0.0
scene,good,0.7
experience,many,0.5
bag,good,0.7
warne,solid,0.0
crash,safe,0.5
employee,decent,0.16666666666666666
bag,progressively bad,-0.6999999999999998
death,second,0.0
menu,main,0.16666666666666666
play,general,0.05000000000000002
gun,reasonable,0.2
ward,high,0.16
file,many,0.5
thing,pp,0.0
type,digital,0.0
luck,good,0.7
disconnection,wrong,-0.5
work,actual,0.0
baby,old,0.1
gun,realistic,0.16666666666666666
interface,old,0.1
match,amazing,0.6000000000000001
guy,beautiful,0.85
match,awesome,1.0
animation,actual,0.0
point,wast,0.0
update,soft,0.1
steam,fair,0.7
gun,real,0.2
joke,frustrate,0.0
appendage,many,0.5
enemy,able,0.5
enemy,sick,-0.7142857142857143
problem,right,0.2857142857142857
mode,special,0.35714285714285715
reason,terrible,-1.0
war,much,0.2
map,stupid,-0.7999999999999999
stop,new,0.13636363636363635
bit,recent,0.0
drop,new,0.13636363636363635
multiplayer,enjoyable,0.5
opinion,far good,0.39999999999999997
job,general,0.05000000000000002
campaign,good,0.7
battle,good,0.7
story,cool,0.35
thing,early,0.1
opinion,solid,0.0
campaign,nice,0.6
peak,matchwhat,0.0
use,slight,-0.16666666666666666
people,bad,-0.6999999999999998
match,easy,0.43333333333333335
player,high,0.16
player,impossible,-0.6666666666666666
mention,much enjoyable,0.5
gun,lvl41,0.0
attachment,upper,0.0
priority,actual,0.0
cod,warm,0.6
shit,pretty good,0.475
flash,really cool,0.35
clash,terrible,-1.0
genius,dizzy,0.0
review,mixed,0.0
game,buggy,0.0
stitch,good,0.7
clash,constant,0.0
feature,basic,0.0
movement,graphic,0.0
challenge,complete,0.1
store,australian,0.0
computer,full,0.35
movement,funny,0.25
gameplay,visual,0.0
duty,long wrong,-0.275
bag,close,0.0
spasm,deep,0.0
design,large,0.21428571428571427
warfare,modern,0.2
player,new,0.13636363636363635
situation,american,0.0
gun,excellent,1.0
range,notably horrendous,0.5
state,aware,0.25
multiplayer,classic,0.16666666666666666
experience,minimum,0.0
fun,well worth,0.3
man,multiple,0.0
player,much happy,0.8
game,30hrs,0.0
camping,viable,0.0
direction,footstep,0.0
people,future,0.0
driver,visual,0.0
match,bad,-0.6999999999999998
mess,previous,-0.16666666666666666
driver,late,-0.3
voice,warningupdate,0.0
voice,second,0.0
multiplayer,old,0.1
way,hollow,-0.1
disappointment,even bad,-0.6999999999999998
problem,funny,0.25
deal,strong,0.4333333333333333
amount,decent,0.16666666666666666
player,single,-0.07142857142857142
game,bad,-0.6999999999999998
shit,unfinished,0.0
series,tactical,0.0
crew,main,0.16666666666666666
fun,able,0.5
increase,full,0.35
crashing,constant,0.0
campaign,horrible,-1.0
gamestupid,unfinished,0.0
warfare,black,-0.16666666666666666
mission,much,0.2
mission,beautiful,0.85
people,legitimate,0.0
peak,random,-0.5
slamming,single,-0.07142857142857142
thing,bad,-0.6999999999999998
theater,cool,0.35
use,much,0.2
base,responsive,0.0
play,pretty good,0.475
play,potential,0.0
product,unfortunately long,-0.05
match,quick,0.3333333333333333
steam,modern,0.2
player,really nice,0.6
people,graphic,0.0
cod,new,0.13636363636363635
give,blonde,0.0
function,bad,-0.6999999999999998
war,direct,0.1
mode,old,0.1
movement,good,0.7
corner,whole,0.2
multiplayer,past,-0.25
force,poor,-0.4
yard,uncontrollable,0.0
garage,ill,-0.5
multiplayer,good,0.7
match,homeless,0.0
way,absolutely terrible,-1.0
loop,overall,0.0
beta,unfinished,0.0
campaign,many,0.5
make,fun,0.3
concept,boring,-1.0
story,cinematic,0.0
figure,open,0.0
middle,ego,0.0
phenomena,nonrepetitive,0.0
opinion,old,0.1
thing,honest,0.6
joke,good,0.7
community,hot,0.25
joke,absolute,0.2
twothird,second,0.0
grind,previous,-0.16666666666666666
shoot,multiple,0.0
body,large,0.21428571428571427
genius,good,0.7
cod,semirealistic,0.0
body,last,0.0
price,right,0.2857142857142857
enemy,need,0.0
enemy,closed,-0.1
spoile,stupid,-0.7999999999999999
stitch,visual,0.0
countdown,armed,0.0
price,happy,0.8
point,visual,0.0
audit,well much,0.2
shoot,due,-0.125
idea,casual,-0.5000000000000001
crash,fucking,-0.6
multiplayer,bad,-0.6999999999999998
duty,good,0.7
battlefield,first,0.25
friend,non,0.0
doubt,worth,0.3
people,huge,0.4000000000000001
flow,bad,-0.6999999999999998
mess,awful,-1.0
gunplay,old,0.1
donna,annoying,-0.8
friend,sad,-0.5
magazine,ridiculous,-0.3333333333333333
system,top,0.5
match,next,0.0
issue,technical,0.0
campaign,terrible,-1.0
launch,great,0.8
ass,stupid,-0.7999999999999999
speck,high,0.16
campaign,amazing,0.6000000000000001
mission,snug,0.0
shot,second,0.0
admit,pro,0.0
racism,ever good,0.7
repair,scan,0.0
regain,ready,0.2
launch,worth,0.3
campaign,incredible,0.9
op,black,-0.16666666666666666
issue,deep,0.0
work,campaigncant,0.0
warfare,modern,0.2
file,fail,-0.5
match,next,0.0
match,half,-0.16666666666666666
review,last,0.0
courage,genuinely high,0.16
duty,filthy,-0.8
campaign,many,0.5
purchase,later,0.0
gun,different,0.0
feature,new,0.13636363636363635
promise,whole,0.2
issue,smooth,0.4
box,smooth,0.4
bag,multiple,0.0
campaign,thoroughly enjoyable,0.5
part,important,0.4
bone,incredibly incompetent,-0.35
system,regardless,0.0
video,totally excusable,0.0
studio,triple,0.0
review,ill,-0.5
gameplay,well,0.0
campaign,glad,0.5
offer,complete,0.1
boy,cold,-0.6
stitch,great,0.8
animation,fluid,0.0
weapon,fairly deep,0.0
general,rewarding,0.5
variety,last,0.0
name,sure,0.5
playlist,refreshing,0.5
release,solid,0.0
potential,perfect,1.0
difficulty,shorten,0.0
system,steady,0.16666666666666666
progression,also horrible,-1.0
crash,prominent,0.5
angle,boring,-1.0
time,ever sound,0.4
worth,short,0.0
u,good,0.7
fas,low,0.0
audit,random,-0.5
simulate,pro,0.0
thing,more,0.5
mind,tiny,0.0
clash,constant,0.0
friend,pretty good,0.475
refund,dead,-0.2
hope,least,-0.3
controller,huge,0.4000000000000001
franchise,short,0.0
title,average,-0.15
starte,wide,-0.1
product,quantum,0.0
standpoint,good,0.7
player,advanced,0.4
give,previous,-0.16666666666666666
thing,big,0.0
process,clear,0.10000000000000002
trigger,plenty,0.0
number,large,0.21428571428571427
supper,realistic,0.16666666666666666
timetokill,mechanic,0.0
round,next,0.0
enemy,streak,0.0
campaign,also terrible mean,-0.65625
goal,least clear,-0.09999999999999998
understand,insane,-1.0
clearing,half,-0.16666666666666666
system,graphic,0.0
mechanic,quite,0.0
people,previous,-0.16666666666666666
tier,open,0.0
review,negative,-0.3
detail,second,0.0
content,free,0.4
fun,good,0.7
thing,bad,-0.6999999999999998
queue,positive,0.22727272727272727
player,competitive,0.0
address,full,0.35
review,ill,-0.5
player,unstable,0.0
reason,useless,-0.5
law,red,0.0
representation,authentic,0.5
move,psychically lean,0.0
thing,due,-0.125
aunt,second,0.0
accent,less clash,-0.16666666666666666
job,big,0.0
map,good,0.7
people,complete,0.1
gun,shorter,0.0
checkpoint,black,-0.16666666666666666
venus,different,0.0
map,tiny,0.0
campaign,probably worst,-1.0
unreal,much,0.2
thinking,new,0.13636363636363635
campaign,acceptable,0.0
bag,worth,0.3
lot,good,0.7
choice,overhauled,0.0
season,big,0.0
notch,hard possible,-0.14583333333333334
map,tedious,-0.5
thankful,due,-0.125
blast,cosmetic,0.0
hope,nobrainer,0.0
knot,gameterrible,0.0
experience,half,-0.16666666666666666
ward,bad,-0.6999999999999998
joke,actual,0.0
reason,third,0.0
error,unacceptable,0.0
player,good,0.7
crash,somewhere great,0.8
part,nice,0.6
bag,little,-0.1875
patch,relatively smooth,0.4
design,old,0.1
design,wrong,-0.5
give,dead,-0.2
person,constant,0.0
issue,amazing,0.6000000000000001
patience,run,0.0
people,big,0.0
fix,worth,0.3
playerbase,big,0.0
ward,innovative,0.5
fire,big,0.0
